time_iso8601,stars_cumulative
2022-03-07 00:00:00+00:00,785
2022-03-08 00:00:00+00:00,786
2022-03-11 00:00:00+00:00,787
2022-03-12 00:00:00+00:00,788
2022-03-14 00:00:00+00:00,790
2022-03-15 00:00:00+00:00,791
2022-03-16 00:00:00+00:00,792
2022-03-17 00:00:00+00:00,794
2022-03-19 00:00:00+00:00,795
2022-03-21 00:00:00+00:00,797
2022-03-22 00:00:00+00:00,798
2022-03-27 00:00:00+00:00,799
2022-03-29 00:00:00+00:00,800
2022-03-30 00:00:00+00:00,802
2022-04-01 00:00:00+00:00,803
2022-04-07 00:00:00+00:00,805
2022-04-09 00:00:00+00:00,806
2022-04-11 00:00:00+00:00,808
2022-04-13 00:00:00+00:00,809
2022-04-16 00:00:00+00:00,810
2022-04-17 00:00:00+00:00,811
2022-04-20 00:00:00+00:00,812
2022-04-28 00:00:00+00:00,814
2022-05-01 00:00:00+00:00,816
2022-05-06 00:00:00+00:00,817
2022-05-11 00:00:00+00:00,818
2022-05-13 00:00:00+00:00,820
2022-05-24 00:00:00+00:00,821
2022-05-25 00:00:00+00:00,822
2022-05-28 00:00:00+00:00,823
2022-05-30 00:00:00+00:00,824
2022-06-08 00:00:00+00:00,825
2022-06-10 00:00:00+00:00,826
2022-06-11 00:00:00+00:00,827
2022-06-12 00:00:00+00:00,829
2022-06-15 00:00:00+00:00,831
2022-06-16 00:00:00+00:00,832
2022-06-24 00:00:00+00:00,833
2022-07-01 00:00:00+00:00,834
2022-07-03 00:00:00+00:00,835
2022-07-06 00:00:00+00:00,836
2022-07-08 00:00:00+00:00,838
2022-07-12 00:00:00+00:00,840
2022-07-22 00:00:00+00:00,841
2022-07-28 00:00:00+00:00,843
2022-07-29 00:00:00+00:00,844
2022-08-03 00:00:00+00:00,845
2022-08-04 00:00:00+00:00,846
2022-08-08 00:00:00+00:00,847
2022-08-09 00:00:00+00:00,848
2022-08-10 00:00:00+00:00,849
2022-08-11 00:00:00+00:00,850
2022-08-12 00:00:00+00:00,851
2022-08-13 00:00:00+00:00,852
2022-08-24 00:00:00+00:00,853
2022-08-25 00:00:00+00:00,854
2022-08-29 00:00:00+00:00,855
2022-09-02 00:00:00+00:00,856
2022-09-08 00:00:00+00:00,858
2022-09-09 00:00:00+00:00,859
2022-09-11 00:00:00+00:00,860
2022-09-21 00:00:00+00:00,862
2022-09-22 00:00:00+00:00,863
2022-09-26 00:00:00+00:00,865
2022-09-30 00:00:00+00:00,866
2022-10-03 00:00:00+00:00,867
2022-10-06 00:00:00+00:00,868
2022-10-09 00:00:00+00:00,869
2022-10-13 00:00:00+00:00,872
2022-10-18 00:00:00+00:00,875
2022-10-19 00:00:00+00:00,878
2022-10-21 00:00:00+00:00,880
2022-10-22 00:00:00+00:00,881
2022-10-26 00:00:00+00:00,883
2022-10-27 00:00:00+00:00,884
